compound_smiles	compound_source	compound_inchikey	gram-positive	gram-negative	fungi	acid-fast
COC1=CC(\C=C\C(=O)C2=CC=CC=C2)=CC=C1OCC1=NN=C(O1)C1=CC=C(Cl)C=C1	spark	WZIPQLVDKMAQHQ-NTUHNPAUSA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC=CC=C2)=CC=C1OCC1=NN=C(O1)C1=CC=CC=C1	spark	SRISGDSAKDOBSG-WYMLVPIESA-N		5.0		
COC1=CC=C(C=C1)C1C(C#N)=C(N)OC2=CC=C3C=CC=CC3=C12	spark	UPDJOFFFOYXSJF-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=O)N=C2N)OC2=CC=C3C=CC=CC3=C12	spark	CVWPPMKSHIKWNI-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)NC2=S)OC2=CC=CC=C12	spark	VPOACCMJRTVHJX-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=O)N=C2N)OC2=C3N=CC=CC3=CC=C12	spark	JOYKNBJATCNRQR-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2=CC=C3C=CC=CC3=C2OC(N)=C1C#N	spark	WUJXZJYOTMYIOZ-UHFFFAOYSA-N		3.0		
COC1=CC=C(C=C1)C1C2C(OC3=CC=CC=C13)N=CNC2=O	spark	RJHVLDPMTXYZLZ-UHFFFAOYSA-N		3.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)N=C2N)OC2=CC=CC=C12	spark	LIGQBVAGOUBEQV-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(OC3=C4C=CC=CC4=CC=C13)N=CNC2=O	spark	YCQVEVOYEWUITM-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2=CC=C3C=CC=NC3=C2OC(N)=C1C#N	spark	NGMHEGLNXGMIRI-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=O)N=C2N)OC2=CC(O)=CC=C12	spark	JOCZQSNNSSPRJD-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)N=C2N)OC2=C3C=CC=CC3=CC=C12	spark	KYSIWMFCTDITTB-UHFFFAOYSA-N		3.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)N=C2N)OC2=CC(O)=CC=C12	spark	RAZRZXQECDYJLN-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=O)N=C2N)OC2=CC=CC=C12	spark	DJGVYKDMNFHZCZ-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(OC3=CC=C4C=CC=CC4=C13)N=CNC2=O	spark	QJQREYVFCQOAIW-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)NC2=S)OC2=CC=C3C=CC=CC3=C12	spark	AXYTWSCYIWVQDK-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)N=C2N)OC2=C3N=CC=CC3=CC=C12	spark	LZQNFYIYZIDOBD-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)NC2=S)OC2=C3N=CC=CC3=CC=C12	spark	AGOMZXFWATVFOH-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)NC2=S)OC2=CC(O)=CC=C12	spark	LROJDEYJWCCVCX-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2=CC=C(O)C=C2OC(N)=C1C#N	spark	QYSIPVATUUSMKJ-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(OC3=C4N=CC=CC4=CC=C13)N=CNC2=O	spark	FDDPSZVKVPUOOD-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)N=C2N)OC2=CC=C3C=CC=CC3=C12	spark	UXKXKYXXXUUSRZ-UHFFFAOYSA-N		3.0		
COC1=CC=C(C=C1)C1C2C(NC(=O)N=C2N)OC2=C3C=CC=CC3=CC=C12	spark	MIDSAJAJOYYSFS-UHFFFAOYSA-N		3.0		
COC1=CC=C(C=C1)C1C2C(OC3=CC(O)=CC=C13)N=CNC2=O	spark	FTYGHHOIUQWKAV-UHFFFAOYSA-N		3.0		
COC1=CC=C(C=C1)C1C2C(NC(=S)NC2=S)OC2=C3C=CC=CC3=CC=C12	spark	XXEYLJLVKQNJRK-UHFFFAOYSA-N		3.0		
COC1=CC=C(C=C1)C1C2=CC=CC=C2OC(N)=C1C#N	spark	HRVQDWSWMJOTOS-UHFFFAOYSA-N		3.0		
CCN1N=[N+](C)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	RWQFWZFKVQMVRC-UHFFFAOYSA-N		5.0		
C[N+]1=NN(C2CCNCC2)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	LTXGRTRPGIEYRI-UHFFFAOYSA-N		5.0		
CCCCCCCCN1N=[N+](C)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	ZPLRPANLJPUZKF-UHFFFAOYSA-N		5.0		
CCCCN1N=[N+](C)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	TXQLIVDIRDRVFL-UHFFFAOYSA-N		5.0		
C[N+]1=NN(CC2=CC=CC=C2)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	DMHZADXOJZJMFW-UHFFFAOYSA-N		5.0		
CN1N=[N+](C)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	HSGDGHACQACHDB-UHFFFAOYSA-N		5.0		
CCCCCN1N=[N+](C)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	NSOMCJDHOCHGKJ-UHFFFAOYSA-N		5.0		
CCCCCCCCCCCCN1N=[N+](C)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	MSYWVIAAQWKDSY-UHFFFAOYSA-N		5.0		
CCCCCCCCCCCCCCCCN1N=NC2=C1C(=O)C1=CC=CC=C1C2=O	spark	CBSDNEZFYOHXIZ-UHFFFAOYSA-N		6.0		
C[N+]1=NN(CC2=NC=CC=C2)C2=C1C(=O)C1=CC=CC=C1C2=O	spark	CEPHZXDKDYEJBM-UHFFFAOYSA-N		5.0		
CO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O	spark	OIXXNJZPSSZTLB-ZMOGYAJESA-N		4.0		
CO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O	spark	IVWMACTZOSIMLN-ZVHZXABRSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/OC)C1=C(F)C=C2C(=O)C(=CN(CC)C2=C1F)C(O)=O	spark	NZCQVCVCVXKROZ-ZVHZXABRSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OCC)C1=C(F)C=C2C(=O)C(=CN3[C@@H](C)COC1=C23)C(O)=O	spark	IKTJPYNTYGWHMM-AGMAOQQJSA-N		4.0		
CO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN3[C@@H](C)COC1=C23)C(O)=O	spark	CSSLPPAJDGQCKV-RECPHXJQSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OCC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	spark	FAVRRVKSZSEMAY-YZSQISJMSA-N		5.0		
CO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	spark	OWZPBVMOSJOMPB-BUVRLJJBSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OCC)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O	spark	SQGYCYGVWKEDBT-UXHLAJHPSA-N		5.0		
CCO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=N1)C(O)=O	spark	XTRCCPHBHJMKFE-BUVRLJJBSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O	spark	FVOMHLRDTDGMAV-MFKUBSTISA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O	spark	JSUNXDQYFZFLPD-JFLMPSFJSA-N		5.0		
CO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN3[C@@H](C)COC1=C23)C(O)=O	spark	JUTPTWAWPLUZOD-HHOSSZLGSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O	spark	FGYJHJCPHPDDQB-STBIYBPSSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=N1)C(O)=O	spark	NZVLVUCLGTVYAN-BUVRLJJBSA-N		4.0		
CO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=N1)C(O)=O	spark	RFLWGSORRGCXPC-YDZHTSKRSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OCC)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O	spark	MQLGWBZDVUHMIZ-CVKSISIWSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O	spark	IWNMPLWWTDSFOX-AFUMVMLFSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/OC)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O	spark	RMVBZXNVSOVHCK-AFUMVMLFSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O	spark	QTRXXRBUFPICHB-DHRITJCHSA-N		4.0		
CO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O	spark	PKJWADUPRLHJBP-WYMPLXKRSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O	spark	URZIRWHMBXPDHU-MFKUBSTISA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OCC)C1=C(F)C=C2C(=O)C(=CN(CC)C2=C1F)C(O)=O	spark	ARLURSWXJJRGGP-MFKUBSTISA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(CC)C2=C1F)C(O)=O	spark	MIEJIDTVKGUHRQ-ZVHZXABRSA-N		4.0		
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CC(\C(N)=N/OC)\C(C3)=N\OC)C(F)=C12	spark	OLEAKLIUMHWASD-YDZHTSKRSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(CC)C2=C1F)C(O)=O	spark	DXMIYNLKDXDEKP-ZMOGYAJESA-N		4.0		
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CC(\C(N)=N/O)\C(C3)=N\OC)C(F)=C12	spark	SJIJHAPMZTZXOR-FSJBWODESA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN3[C@@H](C)COC1=C23)C(O)=O	spark	UHRKEVCMXHYPFU-LLLMERJJSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/OC)C1=C(F)C=C2C(=O)C(=CN3[C@@H](C)COC1=C23)C(O)=O	spark	LANNJHXCBLAVMA-LLLMERJJSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN3[C@@H](C)COC1=C23)C(O)=O	spark	PMUOBNJRNZOSFA-SSFJZVQISA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OCC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O	spark	WLNFPTFVXXSJSS-LQKURTRISA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O	spark	ZDMDSWMJMVNXLF-MZJWZYIUSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	spark	OGVOSFQGWCIEFI-PCLIKHOPSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	spark	LZGXACVIYKCXQF-PCLIKHOPSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	spark	SBFJXMULRPACJT-MFKUBSTISA-N		4.0		
CO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O	spark	FMGPNELUCKXABE-LGJNPRDNSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OCC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=N1)C(O)=O	spark	PKLXVEFANQJWHT-PCLIKHOPSA-N		4.0		
CO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=N1)C(O)=O	spark	CFZMEYJTTWEGFQ-OEAKJJBVSA-N		4.0		
CCO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=N1)C(O)=O	spark	YXCYGWLRAUGHJG-ZVHZXABRSA-N		4.0		
CO\N=C1/CN(CC1\C(N)=N/O)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	spark	JHXRHPDSSRFYTF-ZVHZXABRSA-N		4.0		
CCO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O	spark	QGYJESKJTKPNNK-STBIYBPSSA-N		4.0		
CO\N=C(\N)C1CN(C\C1=N/OC)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O	spark	WIDZXPCCXOAESB-LQKURTRISA-N		4.0		
CC(=C)[C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]23C)C(O)=O)[C@@]1(C)CCC(O)=O	spark	ASOUKQDZWGOCBR-ICSARBIRSA-N		4.0		
COC(=O)CC[C@@]1(C)[C@@H](CC[C@]2(C)[C@@H]1CC=C1[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]21C)C(O)=O)C(C)=C	spark	VFFRFMZAODQWSW-HTHQHRERSA-N		4.0		
CC(=C)[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@H]4[C@@H](CC[C@]4(C)CC[C@@]23C)C(C)(C)O)[C@@]1(C)CCC(O)=O	spark	OJFLQTYBOGSXCL-FBJARBBYSA-N		4.0		
CC(C)(O)[C@@H]1CC[C@]2(C)C(=CC=C3[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@@]23C)[C@@]1(C)CCC(O)=O	spark	GAWVZHKNUSCPAY-YSFYVZBISA-N		4.0		
CC(C)(O)[C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@@]23C)[C@@]1(C)CCC(O)=O	spark	VPHICJIOOFDSDE-CFYIDONUSA-N		4.0		
CC(C)([C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]23C)C(O)=O)[C@@]1(C)C(O)=O)C(O)=O	spark	KOBANWAAKSSVAC-FCINTTPOSA-N		4.0		
CSC1=CC=C(CC2=NN(CN3CCN(C)CC3)C(=S)O2)C=C1	spark	CSZQGWPXBAKMGK-UHFFFAOYSA-N		5.0		
CC(C)CC1=CC=C(C=C1)C(C)C1=NN(CN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=S)O1	spark	PCSDLWVNQDENGH-UHFFFAOYSA-N		5.0		
CSC1=CC=C(CC2=NN(CN3CCN(CC3)C3=CC=C(C=C3)[N+]([O-])=O)C(=S)O2)C=C1	spark	HMZMADVJJPVIEF-UHFFFAOYSA-N		5.0		
CSC1=CC=C(CC2=NN(CN3CCN(CC3)C3=CC(Cl)=CC=C3)C(=S)O2)C=C1	spark	INEYBEBAUJJLMO-UHFFFAOYSA-N		5.0		
CC(C)CC1=CC=C(C=C1)C(C)C1=NN(CN2CCNCC2)C(=S)O1	spark	CMKOHGLDOQPEFV-UHFFFAOYSA-N		5.0		
CC(C)CC1=CC=C(C=C1)C(C)C1=NN(CN2CCN(CC2)C2=CC=C(C=C2)[N+]([O-])=O)C(=S)O1	spark	KYJVRQSPNUREDF-UHFFFAOYSA-N		5.0		
CSC1=CC=C(CC2=NN(CN3CCOCC3)C(=S)O2)C=C1	spark	YYFFCAJDLNPAGB-UHFFFAOYSA-N		5.0		
CSC1=CC=C(CC2=NN(CN3CCCCC3)C(=S)O2)C=C1	spark	OOTDPRLSVDPUKK-UHFFFAOYSA-N		5.0		
CSC1=CC=C(CC2=NN(CN3CCNCC3)C(=S)O2)C=C1	spark	AZFGNVOLIPBJRH-UHFFFAOYSA-N		5.0		
CC(C)CC1=CC=C(C=C1)C(C)C1=NN(CN2CCOCC2)C(=S)O1	spark	DRBVKLRSTQKXLR-UHFFFAOYSA-N		5.0		
CC(C)CC1=CC=C(C=C1)C(C)C1=NN(CN2CCN(CC2)C2=CC=C(F)C=C2)C(=S)O1	spark	SAMLOTBHYCMQPT-UHFFFAOYSA-N		5.0		
CSC1=CC=C(CC2=NN(CN3CCN(CC3)C3=CC=C(Cl)C=C3)C(=S)O2)C=C1	spark	CBTCQVMFKDMJII-UHFFFAOYSA-N		5.0		
CSC1=CC=C(CC2=NN(CN3CCN(CC3)C3=CC=C(F)C=C3)C(=S)O2)C=C1	spark	HNAKHIBHQAYKRA-UHFFFAOYSA-N		5.0		
CCOC1=CC=CC=C1N1CCN(CN2N=C(OC2=S)C(C)C2=CC=C(CC(C)C)C=C2)CC1	spark	SWIWHKBLRFQTFH-UHFFFAOYSA-N		5.0		
CCOC1=C(C=CC=C1)N1CCN(CN2N=C(CC3=CC=C(SC)C=C3)OC2=S)CC1	spark	ZUUATPRNPKBDSB-UHFFFAOYSA-N		5.0		
COC1=CC=C(C=C1)N1CCN(CN2N=C(OC2=S)C(C)C2=CC=C(CC(C)C)C=C2)CC1	spark	BYHWFJFBWAKKBJ-UHFFFAOYSA-N		5.0		
CC(C)CC1=CC=C(C=C1)C(C)C1=NN(CN2CCCCC2)C(=S)O1	spark	XZNNCLGZRFXGEJ-UHFFFAOYSA-N		5.0		
CCOC(=O)C1CCN(CN2N=C(OC2=S)C(C)C2=CC=C(CC(C)C)C=C2)CC1	spark	WVSAYKDLLZRYQU-UHFFFAOYSA-N		5.0		
CC(C)CC1=CC=C(C=C1)C(C)C1=NN(CN2CCN(C)CC2)C(=S)O1	spark	VIFIVVVZTMTCPB-UHFFFAOYSA-N		5.0		
CCOC(=O)C1CCN(CN2N=C(CC3=CC=C(SC)C=C3)OC2=S)CC1	spark	UIDBWANXGQXSFH-UHFFFAOYSA-N		5.0		
COC1=CC=C(C=C1)N1CCN(CN2N=C(CC3=CC=C(SC)C=C3)OC2=S)CC1	spark	VIUSKRUAKIXHCR-UHFFFAOYSA-N		5.0		
CC(C)CC1=CC=C(C=C1)C(C)C1=NN(CN2CCN(CC2)C2=CC=C(Cl)C=C2)C(=S)O1	spark	OJXILCADXAILCQ-UHFFFAOYSA-N		5.0		
O=C(CCC1=CC=CC=C1)\C=C\C[C@@H]1CC=CC(=O)O1	spark	IRHVCJVCISOATN-KZJSRBBCSA-N		4.0		
O[C@@H](CCC1=CC=CC=C1)\C=C\C[C@@H]1CC=CC(=O)O1	spark	MAAVAEOPUSPYQO-DUIXZTDISA-N		4.0		
O[C@H](CCC1=CC=CC=C1)\C=C\C[C@@H]1CC=CC(=O)O1	spark	MAAVAEOPUSPYQO-NBZFBGEYSA-N		4.0		
COC1=C(OC)C=C(\C=N\NC(=O)C2=CC(Cl)=CN2)C=C1	spark	DWUPRISKYTVKAC-REZTVBANSA-N		5.0		
CN(C)C1=CC=C(\C=N\NC(=O)C2=CC(Cl)=CN2)C=C1	spark	FUCOMQJAFCHJKA-CAOOACKPSA-N		5.0		
ClC1=C(Cl)C=C(N1)C(=O)N\N=C\C1=CC=CO1	spark	MRIGXKGCCZYXAX-WLRTZDKTSA-N		6.0		
COC1=CC=C(\C=C\C(=O)C2=CC(Cl)=CN2)C=C1OC	spark	LGYXXWCXUWHREQ-HWKANZROSA-N		5.0		
COC1=C(OC)C=C(\C=C\C(=O)C2=CC=C(Cl)N2)C=C1	spark	GCFKRROKVTYEDN-ZZXKWVIFSA-N		5.0		
ClC1=C(Cl)C=C(N1)C(=O)\C=C\C1=CC=CO1	spark	AZSXJUPCZUWUAA-ONEGZZNKSA-N		6.0		
ClC1=CNC(=C1)C(=O)N\N=C\C1=CC=CC=C1	spark	KIUHNLCMCKKYOJ-VIZOYTHASA-N		5.0		
COC1=CC=C(\C=N\NC(=O)C2=CC(Cl)=CN2)C=C1	spark	BMIZVKDUFBNVCM-FRKPEAEDSA-N		5.0		
COC1=C(OC)C=C(\C=N\NC(=O)C2=CC(Cl)=C(Cl)N2)C=C1	spark	PCEHSUFDAZGNHB-REZTVBANSA-N		6.0		
COC1=CC=C(\C=C\C(=O)C2=CC(Cl)=C(Cl)N2)C=C1	spark	QQCAWNIMDLSLAO-QPJJXVBHSA-N		5.0		
COC1=CC(\C=N\NC(=O)C2=CC(Cl)=CN2)=C(OC)C=C1	spark	AOINKFIPUITYAN-REZTVBANSA-N		5.0		
COC1=CC=C(\C=N\NC(=O)C2=CC(Cl)=C(Cl)N2)C=C1	spark	ITMYGWIYDJHSAP-FRKPEAEDSA-N		5.0		
ClC1=CC=C(N1)C(=O)\C=C\C1=CC=CO1	spark	GXISULZNSHOOPY-HWKANZROSA-N		5.0		
COC1=CC=C(\C=C\C(=O)C2=CC=C(Cl)N2)C=C1	spark	VAJCQZBNADHUKB-XBXARRHUSA-N		4.0		
COC1=CC(\C=C\C(=O)C2=CC(Cl)=C(Cl)N2)=C(OC)C=C1	spark	HJCXYQLBTDIRDV-HWKANZROSA-N		5.0		
COC1=C(OC)C=C(\C=C\C(=O)C2=CC(Cl)=C(Cl)N2)C=C1	spark	YGTAJAPYYLTDPV-HWKANZROSA-N		5.0		
ClC1=C(Cl)C=C(N1)C(=O)\C=C\C1=CC=C(Cl)C=C1	spark	DSQBJIPTQBRZQU-ZZXKWVIFSA-N		5.0		
ClC1=CNC(=C1)C(=O)N\N=C\C1=CC=C(Cl)C=C1	spark	FCNYVBYIIJXYGX-OMCISZLKSA-N		5.0		
OC1=C(\C=N\NC(=O)C2=CC(Cl)=CN2)C=CC=C1	spark	SXELNLOUOQLYJH-GIDUJCDVSA-N		5.0		
OC1=CC=CC(O)=C1\C=N\NC(=O)C1=CC(Cl)=CN1	spark	YWALOPPAOZDPSR-GIDUJCDVSA-N		5.0		
ClC1=CNC(=C1)C(=O)N\N=C\C1=CC=CO1	spark	PIIWSJABWYOTFS-AWNIVKPZSA-N		5.0		
ClC1=C(Cl)C=C(N1)C(=O)N\N=C\C1=CC=CC=C1	spark	WOOSPAVCVYLPCO-VIZOYTHASA-N		5.0		
COC1=CC(\C=N\NC(=O)C2=CC(Cl)=C(Cl)N2)=C(OC)C=C1	spark	RDCVBAAKQKAVBG-REZTVBANSA-N		6.0		
ClC1=C(Cl)C=C(N1)C(=O)N\N=C\C1=CC=C(Cl)C=C1	spark	BZODXDQHTKUEFT-OMCISZLKSA-N		6.0		
OC1=C(\C=N\NC(=O)C2=CC(Cl)=C(Cl)N2)C=CC=C1	spark	PUTZEXFXMIFNNB-GIDUJCDVSA-N		6.0		
CN(C)C1=CC=C(\C=N\NC(=O)C2=CC(Cl)=C(Cl)N2)C=C1	spark	BKRBMGNYNKVJOW-CAOOACKPSA-N		5.0		
COC1=CC=C(\C=C\C(=O)C2=CC(Cl)=CN2)C=C1	spark	RSXMGFCXFBZNTA-QPJJXVBHSA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC(Cl)=CN2)=C(OC)C=C1	spark	UNSSYGUTGJYVSE-HWKANZROSA-N		5.0		
ClC1=CNC(=C1)C(=O)\C=C\C1=CC=C(Cl)C=C1	spark	UAZNAMDYVBUKJC-ZZXKWVIFSA-N		5.0		
ClC1=CNC(=C1)C(=O)\C=C\C1=CC=CO1	spark	LUPRAKVHBXWEMO-ONEGZZNKSA-N		5.0		
OC1=C(\C=C\C(=O)C2=CC(Cl)=CN2)C=CC=C1	spark	CRMDURKFMFKLJD-AATRIKPKSA-N		5.0		
CC1=CC=CC=C1C(=O)NCC(=O)N[C@H]1[C@H](O)[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O[C@@H]1CN	spark	JGDLJTOAGMLZNU-RFNTUTHSSA-N		5.0		
NCCCC(=O)N[C@H]1[C@H](O)[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O[C@@H]1CN	spark	YHRHNEMVDCEDGU-NHCFXQIDSA-N		6.0		
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1NC(=O)C1CCNCC1	spark	ZUJJHTHMHGDWEE-RDSJMQFXSA-N		6.0		
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1NC(=O)C1CCCCC1	spark	OFQCTHKQBJVTAA-QRCWBQQGSA-N		6.0		
CC(=O)N[C@H]1[C@H](O)[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O[C@@H]1CN	spark	NFJXAXXDFFAUID-HLIGCJFYSA-N		6.0		
CN(C)[C@H]1[C@H](O)[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O[C@@H]1CN	spark	NZGIDERUXNIBEI-HLIGCJFYSA-N		4.0		
CC1=C(N2C[C@@H]3NCCC=C3C2)C(F)=CN2C(=O)C(=CC(C3CC3)=C12)C(O)=O	spark	ATTWAJLIMNVEMY-KRWDZBQOSA-N		8.0		
ClC1=CC=C(CN(CCN2C=NC3=C2C=CC=C3)CCN2C=NC3=C2C=CC=C3)C(Cl)=C1	spark	BPRFDVVRPJLJQD-UHFFFAOYSA-N		4.0		
